Survey,Tow,Date,Animal,Orientation,Taxa,Length,Calibration_mm,Body,Body_m,Height_scaled,Height_m,Y_low,Y_high,Midsection
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8475,0.0185,0.0317409376114181,0.0007,0.000270839812129806,0.000965188692848383,0.0006287739761846
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.85,0.0186,0.0309955231140807,0.0007,0.000282439149487732,0.000960481715369804,0.00062497138390427
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8525,0.0186,0.0302501086167432,0.0007,0.000294038486845659,0.000955774737891225,0.000621168791623939
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.855,0.0187,0.0295046941194058,0.0006,0.000305637824203585,0.000951067760412646,0.000617366199343609
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8575,0.0188,0.0289987316972067,0.0006,0.000311999027691821,0.000946360782934067,0.000613563607063278
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.86,0.0188,0.0290085122060753,0.0006,0.000307078096691487,0.000941653805455488,0.000609761014782949
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8625,0.0189,0.0290182927149438,0.0006,0.000302157165691155,0.000936946827976908,0.000605958422502618
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.865,0.0189,0.0290280732238123,0.0006,0.000297236234690823,0.00093223985049833,0.000602155830222288
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8675,0.019,0.0290378537326809,0.0006,0.000292315303690489,0.00092753287301975,0.000598353237941957
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.87,0.019,0.0290476342415493,0.0006,0.000287394372690159,0.000922825895541171,0.000594550645661627
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8725,0.0191,0.0290574147504179,0.0006,0.000282473441689825,0.000918118918062592,0.000590748053381297
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.875,0.0191,0.0290671952592864,0.0006,0.000277552510689493,0.000913411940584013,0.000586945461100966
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8775,0.0192,0.0290769757681549,0.0006,0.000272631579689161,0.000908704963105434,0.000583142868820635
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.88,0.0193,0.0290339756075615,0.0006,0.000267710648688827,0.00090284338209204,0.000579340276540306
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8825,0.0193,0.0289761308836819,0.0006,0.000262789717688495,0.000896657068834479,0.000575537684259975
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.885,0.0194,0.0289182861598022,0.0006,0.000257868786688163,0.000890470755576917,0.000571735091979644
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8875,0.0194,0.0288604414359226,0.0006,0.00025294785568783,0.000884284442319356,0.000567932499699315
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.89,0.0195,0.028802596712043,0.0006,0.000248026924687498,0.000878098129061796,0.000564129907418984
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8925,0.0195,0.0286533996498414,0.0006,0.00024510437176413,0.000871911815804234,0.000560327315138653
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.895,0.0196,0.0284943266591725,0.0006,0.000242397859713946,0.000865725502546674,0.000556524722858322
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.8975,0.0196,0.0283352536685036,0.0006,0.000239691347663762,0.000859539189289114,0.000552722130577992
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9,0.0197,0.0281761806778346,0.0006,0.00023698483561358,0.000853352876031551,0.000548919538297663
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9025,0.0197,0.0280171076871657,0.0006,0.000234278323563397,0.000847166562773991,0.000545116946017332
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.905,0.0198,0.0278580346964968,0.0006,0.000231571811513214,0.00084098024951643,0.000541314353737002
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9075,0.0199,0.0276989617058279,0.0006,0.000228865299463031,0.000834793936258869,0.000537511761456672
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.91,0.0199,0.0275398887151589,0.0006,0.000226158787412848,0.000828607623001307,0.000533709169176341
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9125,0.02,0.02738081572449,0.0006,0.000223452275362666,0.000822421309743747,0.00052990657689601
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.915,0.02,0.0272217427338211,0.0006,0.000220745763312482,0.000816234996486185,0.00052610398461568
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9175,0.0201,0.0270626697431522,0.0006,0.000218039251262299,0.000810048683228625,0.00052230139233535
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.92,0.0201,0.0269035967524832,0.0006,0.000215332739212117,0.000803862369971063,0.000518498800055019
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9225,0.0202,0.0267445237618142,0.0006,0.000212626227161934,0.000797676056713502,0.000514696207774688
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.925,0.0202,0.0265854507711454,0.0006,0.000209919715111751,0.000791489743455941,0.000510893615494358
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9275,0.0203,0.0264263777804765,0.0006,0.000207213203061567,0.000785303430198381,0.000507091023214028
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.93,0.0203,0.0262673047898075,0.0006,0.000204506691011385,0.00077911711694082,0.000503288430933697
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9325,0.0204,0.0261082317991386,0.0006,0.000201800178961202,0.000772930803683258,0.000499485838653367
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.935,0.0205,0.0259491588084697,0.0006,0.00019909366691102,0.000766744490425698,0.000495683246373037
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9375,0.0205,0.0257900858178007,0.0006,0.000196387154860837,0.000760558177168137,0.000491880654092706
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.94,0.0206,0.0256310128271318,0.0006,0.000193680642810654,0.000754371863910576,0.000488078061812375
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9425,0.0206,0.0254719398364629,0.0006,0.00019097413076047,0.000748185550653014,0.000484275469532046
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.945,0.0207,0.025312866845794,0.0006,0.000188267618710288,0.000741999237395454,0.000480472877251716
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9475,0.0207,0.0251537938551251,0.0006,0.000185561106660104,0.000735812924137892,0.000476670284971385
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.95,0.0208,0.0249947208644561,0.0005,0.000182854594609922,0.000729626610880332,0.000472867692691055
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9525,0.0208,0.0248356478737872,0.0005,0.000180148082559739,0.000723440297622771,0.000469065100410725
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.955,0.0209,0.0246765748831183,0.0005,0.000177441570509556,0.000717253984365209,0.000465262508130394
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9575,0.0209,0.0245175018924493,0.0005,0.000174735058459373,0.000711067671107649,0.000461459915850063
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.96,0.021,0.0243584289017804,0.0005,0.000172028546409191,0.000704881357850088,0.000457657323569733
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9625,0.0211,0.0241993559111115,0.0005,0.000169322034359007,0.000698695044592527,0.000453854731289403
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.965,0.0211,0.0240402829204425,0.0005,0.000166615522308825,0.000692508731334965,0.000450052139009072
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9675,0.0212,0.0235034556659013,0.0005,0.000172172573657981,0.000686322418077405,0.000446249546728742
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.97,0.0212,0.0224333282741285,0.0005,0.000189395832159145,0.000680136104819843,0.000442446954448411
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9725,0.0213,0.0213632008823557,0.0005,0.000206619090660311,0.000673949791562283,0.000438644362168081
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.975,0.0213,0.0202930734905831,0.0004,0.000223842349161473,0.000667763478304723,0.00043484176988775
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9775,0.0214,0.0192229460988102,0.0004,0.000241065607662637,0.00066157716504716,0.00043103917760742
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.98,0.0214,0.0181528187070375,0.0004,0.000258288866163801,0.000655390851789599,0.000427236585327089
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9825,0.0215,0.0170826913152647,0.0004,0.000275512124664965,0.000649204538532039,0.000423433993046759
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.985,0.0215,0.0158590951303262,0.0003,0.00029273538316613,0.000639661018689582,0.000419631400766428
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9875,0.0216,0.0132159126086052,0.0003,0.000309958641667293,0.000599063337936836,0.000415828808486099
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.99,0.0217,0.0105727300868842,0.0002,0.000327181900168457,0.000558465657184092,0.000412026216205768
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9925,0.0217,0.00792954756516306,0.0002,0.000344405158669621,0.000517867976431346,0.000408223623925438
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.995,0.0218,0.00528636504344204,0.0001,0.000361628417170786,0.000477270295678602,0.000404421031645107
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,0.9975,0.0218,0.00264318252172108,0.0001,0.000378851675671949,0.000436672614925859,0.000400618439364777
kpop,h15,06172016,A076,Lateral,krill,21.8755,1,1,0.0219,0,0,0.000396074934173114,0.000396074934173114,0.000396815847084446
